Date,FY,Products,dia,dia group,grade,type,length,Voucher Type,Quantity,Rate,Value
7/29/2020,FY 21,20MM TATA TISCON FE500D (T),20 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,1.17,40500,47385
7/29/2020,FY 21,10MM TATA TISCON FE500D (T),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,5,38350,191750
7/29/2020,FY 21,12MM TATA TISCON FE500D (T),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,7.02,37850,265707
7/29/2020,FY 21,16MM TATA TISCON FE500D (T),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,2.03,37850,76835.5
7/29/2020,FY 21,20MM TATA TISCON FE500D (T),20 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,5.36,37850,202876
7/29/2020,FY 21,25MM TATA TISCON FE500D (T),25 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,5.57,37850,210824.5
7/29/2020,FY 21,08MM TATA TISCON FE500D (T),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,5.59,41500,231985
7/29/2020,FY 21,10MM TATA TISCON FE500D (T),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,1.97,40000,78800
7/29/2020,FY 21,12MM TATA TISCON FE500D (T),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,2.03,39500,80185
7/29/2020,FY 21,16MM TATA TISCON FE500D (T),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,2.93,39500,115735
7/29/2020,FY 21,08MM TATA TISCON FE500D (T),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,2.64,42000,110880
7/29/2020,FY 21,10MM TATA TISCON FE500D (T),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,2,40500,81000
7/29/2020,FY 21,12MM TATA TISCON FE500D (T),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,2.5,40000,100000
7/29/2020,FY 21,16MM TATA TISCON FE500D (T),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,2.56,40000,102400
7/29/2020,FY 21,08MM TATA TISCON FE500D (T),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,4.55,42200,192010
7/29/2020,FY 21,10MM TATA TISCON FE500D (T),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,12.45,40700,506715
7/29/2020,FY 21,12MM TATA TISCON FE500D (T),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,5.05,40200,203010
7/29/2020,FY 21,20MM TATA TISCON FE500D (T),20 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,3.72,40200,149544
7/29/2020,FY 21,10MM TATA TISCON FE500D (T),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,14.55875,39450,681954.5
7/29/2020,FY 21,12MM TATA TISCON FE500D (T),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,14.55875,38950,681954.5
7/29/2020,FY 21,16MM TATA TISCON FE500D (T),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,6.72,38950,261744
7/29/2020,FY 21,08MM TATA TISCON FE500D (T),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,6.83,41500,283445
7/29/2020,FY 21,10MM TATA TISCON FE500D (T),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,7.49,40000,299600
7/29/2020,FY 21,12MM TATA TISCON FE500D (T),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,5.21,39500,205795
7/29/2020,FY 21,16MM TATA TISCON FE500D (T),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,4.17,39500,164715
7/30/2020,FY 21,08MM TATA TISCON FE500D (T),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,4.94,41500,205010
7/30/2020,FY 21,12MM TATA TISCON FE500D (T),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,3.17,39500,125215
7/30/2020,FY 21,16MM TATA TISCON FE500D (T),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,1.99,39500,78605
7/30/2020,FY 21,08MM TATA TISCON FE500D (T),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,4.08,43000,175440
7/30/2020,FY 21,10MM TATA TISCON FE500D (T),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,5.98,41500,248170
7/30/2020,FY 21,12MM TATA TISCON FE500D (T),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,4.98,41000,204180
7/30/2020,FY 21,16MM TATA TISCON FE500D (T),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,4.92,41000,201720
7/30/2020,FY 21,08MM TATA TISCON FE500D (T),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,0.51,42800,21828
7/30/2020,FY 21,10MM TATA TISCON FE500D (T),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,1.5,41300,61950
7/30/2020,FY 21,12MM TATA TISCON FE500D (T),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,2.54,40800,103632
7/30/2020,FY 21,16MM TATA TISCON FE500D (T),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,1.97,40800,80376
7/30/2020,FY 21,08MM TATA TISCON FE500D (T),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,4.01,43000,172430
7/30/2020,FY 21,10MM TATA TISCON FE500D (T),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,1.99,41500,82585
7/30/2020,FY 21,12MM TATA TISCON FE500D (T),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,2.02,41000,82820
7/30/2020,FY 21,16MM TATA TISCON FE500D (T),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,2.96,41000,121360
7/30/2020,FY 21,08MM TATA TISCON FE500D (T),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,7.13,42500,303025
7/30/2020,FY 21,10MM TATA TISCON FE500D (T),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,3.22,41000,132020
7/30/2020,FY 21,12MM TATA TISCON FE500D (T),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,3.11,40500,125955
7/30/2020,FY 21,08MM TATA TISCON FE500D (T),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,2.28,41500,94620
7/30/2020,FY 21,12MM TATA TISCON FE500D (T),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,3.8,39500,150100
7/30/2020,FY 21,16MM TATA TISCON FE500D (T),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,4.17,39500,164715
7/30/2020,FY 21,20MM TATA TISCON FE500D (T),20 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,4.32,39500,170640
7/30/2020,FY 21,25MM TATA TISCON FE500D (T),25 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,6.2,39500,244900
7/30/2020,FY 21,32MM TATA TISCON FE500D (T),32 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,14.55875,35000,681954.5
7/31/2020,FY 21,08MM TATA TISCON FE500D (T),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,6.91,43000,297130
7/31/2020,FY 21,08MM TATA TISCON FE500D (T),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,5.01,43000,215430
7/31/2020,FY 21,10MM TATA TISCON FE500D (T),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,1.97,41500,81755
7/31/2020,FY 21,12MM TATA TISCON FE500D (T),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,1.99,41000,81590
7/31/2020,FY 21,16MM TATA TISCON FE500D (T),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,3.97,41000,162770
7/31/2020,FY 21,08MM TATA TISCON FE500D (T),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,9.78,38200,373596
7/31/2020,FY 21,10MM TATA TISCON FE500D (T),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,8.92,36700,327364
7/31/2020,FY 21,12MM TATA TISCON FE500D (T),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,7.05,36200,255210
7/31/2020,FY 21,16MM TATA TISCON FE500D (T),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,3.98,36200,144076
7/31/2020,FY 21,08MM TATA TISCON FE500D (T),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,4.52,37530.51,169637.91
7/31/2020,FY 21,10MM TATA TISCON FE500D (T),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,8.63,36230.51,312669.3
7/31/2020,FY 21,12MM TATA TISCON FE500D (T),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,10.31,35530.51,366319.56
7/31/2020,FY 21,16MM TATA TISCON FE500D (T),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,4.19,35530.51,148872.84
7/31/2020,FY 21,25MM TATA TISCON FE500D (T),25 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,2.16,35530.51,76745.9
7/31/2020,FY 21,08MM TATA TISCON FE500D (T),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,4.91,43000,211130
7/31/2020,FY 21,10MM TATA TISCON FE500D (T),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,2.02,41500,83830
7/31/2020,FY 21,12MM TATA TISCON FE500D (T),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,3.1,41000,127100
7/31/2020,FY 21,10MM TATA TISCON FE500D (T),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,3.03,41000,124230
7/31/2020,FY 21,12MM TATA TISCON FE500D (T),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,5.02,40500,203310
7/31/2020,FY 21,16MM TATA TISCON FE500D (T),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,1.02,40500,41310
7/31/2020,FY 21,20MM TATA TISCON FE500D (T),20 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,3.03,40500,122715
7/31/2020,FY 21,08MM TATA TISCON FE500D (T),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,11.44,37000,423280
7/31/2020,FY 21,10MM TATA TISCON FE500D (T),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,2.02,35500,71710
7/31/2020,FY 21,16MM TATA TISCON FE500D (T),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,7.27,35000,254450
7/31/2020,FY 21,20MM TATA TISCON FE500D (T),20 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,8.23,35000,288050
7/31/2020,FY 21,08MM TATA TISCON FE500D (T),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,3.04,42000,127680
7/31/2020,FY 21,12MM TATA TISCON FE500D (T),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,0.5,40000,20000
7/31/2020,FY 21,16MM TATA TISCON FE500D (T),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,4.94,40000,197600
7/31/2020,FY 21,20MM TATA TISCON FE500D (T),20 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,0.47,40000,18800
7/31/2020,FY 21,10MM TATA TISCON FE500D (T),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,3.03,40500,122715
7/31/2020,FY 21,12MM TATA TISCON FE500D (T),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,6.09,40000,243600
7/31/2020,FY 21,16MM TATA TISCON FE500D (T),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,1.02,40000,40800
7/31/2020,FY 21,08MM TATA TISCON FE500D (T),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,5.49,38000,208620
7/31/2020,FY 21,16MM TATA TISCON FE500D (T),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,5.8,36000,208800
7/31/2020,FY 21,20MM TATA TISCON FE500D (T),20 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,8.26,36000,297360
7/31/2020,FY 21,25MM TATA TISCON FE500D (T),25 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,5.11,36000,183960
7/31/2020,FY 21,20MM TATA TISCON FE500D (T),20 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,14.55875,35000,681954.5
7/31/2020,FY 21,25MM TATA TISCON FE500D (T),25 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,14.55875,35000,681954.5
08-04-2020,FY 21,TISCON-TMT IS:1786FE500CRS 20 mm(T),20 MM,12 MM - 32 MM,500D,CRSD,12 METER,Sales A/c GST,14.55875,39800,681954.5
08-04-2020,FY 21,08MM TATA TISCON FE500D (T),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,4.31,42500,183175
08-04-2020,FY 21,16MM TATA TISCON FE500D (T),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,6.27,40500,253935
08-04-2020,FY 21,20MM TATA TISCON FE500D (T),20 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,2.3,40500,93150
08-04-2020,FY 21,08MM TATA TISCON FE500D (T),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,4.83,40500,195615
08-04-2020,FY 21,10MM TATA TISCON FE500D (T),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,7.05,39000,274950
08-04-2020,FY 21,12MM TATA TISCON FE500D (T),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,5.04,38500,194040
08-04-2020,FY 21,16MM TATA TISCON FE500D (T),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,2.02,38500,77770
08-04-2020,FY 21,20MM TATA TISCON FE500D (T),20 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,1.01,38500,38885
08-05-2020,FY 21,08MM TATA TISCON FE500D (T),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,11.42,41000,468220
08-05-2020,FY 21,10MM TATA TISCON FE500D (T),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,4.92,39500,194340
08-05-2020,FY 21,12MM TATA TISCON FE500D (T),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,2.03,39000,79170
08-05-2020,FY 21,16MM TATA TISCON FE500D (T),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,5.1,39000,198900
08-05-2020,FY 21,10MM TATA TISCON FE500D (T),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,5.06,42500,215050
08-05-2020,FY 21,12MM TATA TISCON FE500D (T),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,2,42000,84000
08-05-2020,FY 21,16MM TATA TISCON FE500D (T),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,2.93,42000,123060
08-05-2020,FY 21,08MM TATA TISCON FE500D (T),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,4.01,43500,174435
08-05-2020,FY 21,10MM TATA TISCON FE500D (T),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,2.22,42000,93240
08-05-2020,FY 21,12MM TATA TISCON FE500D (T),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,3.18,41500,131970
08-05-2020,FY 21,16MM TATA TISCON FE500D (T),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,2.5,41500,103750
08-06-2020,FY 21,08MM TATA TISCON FE500D (T),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,5.86,42000,246120
08-06-2020,FY 21,10MM TATA TISCON FE500D (T),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,2.18,40500,88290
08-06-2020,FY 21,12MM TATA TISCON FE500D (T),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,1.01,40000,40400
08-06-2020,FY 21,16MM TATA TISCON FE500D (T),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,0.96,40000,38400
08-06-2020,FY 21,10MM TATA TISCON FE500D (T),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,13.61,41000,558010
08-06-2020,FY 21,12MM TATA TISCON FE500D (T),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,14.55875,40500,623700
08-06-2020,FY 21,25MM TATA TISCON FE500D (T),25 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,3.84,40500,155520
08-06-2020,FY 21,08MM TATA TISCON FE500D (T),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,4.05,43500,176175
08-06-2020,FY 21,16MM TATA TISCON FE500D (T),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,6.05,41500,251075
08-06-2020,FY 21,20MM TATA TISCON FE500D (T),20 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,2.01,41500,83415
08-06-2020,FY 21,08MM TATA TISCON FE500D (T),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,4.83,42500,205275
08-06-2020,FY 21,12MM TATA TISCON FE500D (T),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,1.08,40500,43740
08-06-2020,FY 21,16MM TATA TISCON FE500D (T),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,4.02,40500,162810
08-06-2020,FY 21,20MM TATA TISCON FE500D (T),20 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,1.09,40500,44145
08-06-2020,FY 21,08MM TATA TISCON FE500D (T),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,6.78,43200,292896
08-06-2020,FY 21,10MM TATA TISCON FE500D (T),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,3.73,41700,155541
08-06-2020,FY 21,12MM TATA TISCON FE500D (T),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,5.13,41200,211356
08-06-2020,FY 21,16MM TATA TISCON FE500D (T),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,8.43,41200,347316
08-06-2020,FY 21,20MM TATA TISCON FE500D (T),20 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,3.22,41200,132664
08-06-2020,FY 21,12MM TATA TISCON FE500D (T),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,1.1,41500,45650
08-06-2020,FY 21,16MM TATA TISCON FE500D (T),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,1.93,41500,80095
08-06-2020,FY 21,08MM TATA TISCON FE500D (T),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,4.02,42500,170850
08-06-2020,FY 21,10MM TATA TISCON FE500D (T),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,1.99,41000,81590
08-06-2020,FY 21,12MM TATA TISCON FE500D (T),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,3.04,40500,123120
08-06-2020,FY 21,16MM TATA TISCON FE500D (T),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,5.96,40500,241380
08-06-2020,FY 21,20MM TATA TISCON FE500D (T),20 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,1.01,40500,40905
08-06-2020,FY 21,08MM TATA TISCON FE500D (T),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,14.55875,42300,681954.5
08-06-2020,FY 21,16MM TATA TISCON FE500D (T),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,14.55875,40300,681954.5
08-07-2020,FY 21,08MM TATA TISCON FE500D (T),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,4.66,42500,198050
08-07-2020,FY 21,12MM TATA TISCON FE500D (T),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,4.4,40500,178200
08-07-2020,FY 21,16MM TATA TISCON FE500D (T),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,2.91,40500,117855
08-07-2020,FY 21,08MM TATA TISCON FE500D (T),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,5.65,43500,245775
08-07-2020,FY 21,10MM TATA TISCON FE500D (T),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,5.19,42000,217980
08-07-2020,FY 21,12MM TATA TISCON FE500D (T),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,4.01,41500,166415
08-07-2020,FY 21,16MM TATA TISCON FE500D (T),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,0.97,41500,40255
08-07-2020,FY 21,08MM TATA TISCON FE500D (T),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,0.75,40750,30562.5
08-07-2020,FY 21,10MM TATA TISCON FE500D (T),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,6.93,39250,272002.5
08-07-2020,FY 21,12MM TATA TISCON FE500D (T),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,1.34,38750,51925
08-07-2020,FY 21,16MM TATA TISCON FE500D (T),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,2.55,38750,98812.5
08-07-2020,FY 21,20MM TATA TISCON FE500D (T),20 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,4.3,38750,166625
08-07-2020,FY 21,08MM TATA TISCON FE500D (T),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,5.86,40500,237330
08-07-2020,FY 21,10MM TATA TISCON FE500D (T),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,6.1,39000,237900
08-07-2020,FY 21,12MM TATA TISCON FE500D (T),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,5.13,38500,197505
08-07-2020,FY 21,16MM TATA TISCON FE500D (T),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,2.03,38500,78155
08-07-2020,FY 21,25MM TATA TISCON FE500D (T),25 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,1.11,38500,42735
08-07-2020,FY 21,08MM TATA TISCON FE500D (T),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,5.92,43500,257520
08-07-2020,FY 21,10MM TATA TISCON FE500D (T),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,3.04,42000,127680
08-07-2020,FY 21,12MM TATA TISCON FE500D (T),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,3.17,41500,131555
08-07-2020,FY 21,16MM TATA TISCON FE500D (T),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,5.09,41500,211235
08-07-2020,FY 21,08MM TATA TISCON FE500D (T),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,13.67,41000,560470
08-07-2020,FY 21,12MM TATA TISCON FE500D (T),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,14.55875,39000,592020
08-07-2020,FY 21,08MM TATA TISCON FE500D (T),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,9.1,42800,389480
08-07-2020,FY 21,12MM TATA TISCON FE500D (T),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,5.11,40800,208488
08-07-2020,FY 21,16MM TATA TISCON FE500D (T),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,13.65,40800,556920
08-07-2020,FY 21,08MM TATA TISCON FE500D (T),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,4.34,43000,186620
08-07-2020,FY 21,10MM TATA TISCON FE500D (T),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,4.01,41500,166415
08-07-2020,FY 21,12MM TATA TISCON FE500D (T),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,4.01,41000,164410
08-07-2020,FY 21,16MM TATA TISCON FE500D (T),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,2.46,41000,100860
08-07-2020,FY 21,08MM TATA TISCON FE500D (T),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,2.56,42000,107520
08-07-2020,FY 21,10MM TATA TISCON FE500D (T),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,13.77,39500,543915
08-07-2020,FY 21,16MM TATA TISCON FE500D (T),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,9.72,39000,379080
08-07-2020,FY 21,20MM TATA TISCON FE500D (T),20 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,5.84,39000,227760
08-07-2020,FY 21,08MM TATA TISCON FE500D (T),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,0.26,43600,11336
08-07-2020,FY 21,10MM TATA TISCON FE500D (T),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,0.8,42100,33680
08-07-2020,FY 21,12MM TATA TISCON FE500D (T),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,1.08,41600,44928
08-07-2020,FY 21,CUSTOMISED 08 MM TATA TISCON FE500D (T),08 MM,08 MM,500D,CAB,CUSTOMISED,Sales A/c GST,1.158,44600,51646.8
08-07-2020,FY 21,CUSTOMISED 10 MM TATA TISCON FE500D (T),10 MM,10 MM,500D,CAB,CUSTOMISED,Sales A/c GST,1.479,43100,63744.9
08-07-2020,FY 21,CUSTOMISED 12 MM TATA TISCON FE500D (T),12 MM,12 MM - 32 MM,500D,CAB,CUSTOMISED,Sales A/c GST,1.938,42600,82558.8
08-07-2020,FY 21,CUSTOMISED 16 MM TATA TISCON FE500D (T),16 MM,12 MM - 32 MM,500D,CAB,CUSTOMISED,Sales A/c GST,0.955,42600,40683
